scenario,time,active_operating_mode_name,fleet_shift_count,fleet_shift_timer,face1_target_extraction_rate,face1_real_extraction_rate,face1_achieved_extraction_rate,face1_operational_downtime_fraction,face2_target_extraction_rate,face2_real_extraction_rate,face2_achieved_extraction_rate,face2_operational_downtime_fraction,total_target_extraction_rate,total_real_extraction_rate,total_achieved_extraction_rate,capacity_gap_rate,capacity_utilization,Ore1Stock_mass,Ore2Stock_mass,total_system_ore_mass,mixed_ore1_fraction
Dynamic Fleet Allocation,22.5,MODE_A,46,0.0,999.9999999999987,2148397.212543552,999.9999999999987,0.0,5000.000000000001,8219754.768392374,5000.000000000001,0.0,6000.0,10368151.980935926,6000.0,0.0,1.0,40412.70890006605,19587.291099933904,59999.999999999956,0.5845265020259407
Dynamic Fleet Allocation,23.0,MODE_A,47,0.0,999.9999999999987,2148397.212543552,999.9999999999987,0.0,5000.000000000001,8219754.768392374,5000.000000000001,0.0,6000.0,10368151.980935926,6000.0,0.0,1.0,40366.28840614387,19633.711593856082,59999.99999999995,0.5845265020259407
Dynamic Fleet Allocation,23.5,MODE_A,48,0.0,999.9999999999987,2148397.212543552,999.9999999999987,0.0,5000.000000000001,8219754.768392374,5000.000000000001,0.0,6000.0,10368151.980935926,6000.0,0.0,1.0,40319.867912221685,19680.13208777826,59999.99999999994,0.5845265020259407
Dynamic Fleet Allocation,24.0,MODE_A,49,0.0,999.9999999999987,2148397.212543552,999.9999999999987,0.0,5000.000000000001,8219754.768392374,5000.000000000001,0.0,6000.0,10368151.980935926,6000.0,0.0,1.0,40273.4474182995,19726.552581700438,59999.99999999994,0.5845265020259407
Dynamic Fleet Allocation,24.5,MODE_A,50,0.0,999.9999999999987,2148397.212543552,999.9999999999987,0.0,5000.000000000001,8219754.768392374,5000.000000000001,0.0,6000.0,10368151.980935926,6000.0,0.0,1.0,40227.02692437732,19772.973075622616,59999.99999999994,0.5845265020259407
Dynamic Fleet Allocation,25.0,MODE_A,51,0.0,999.9999999999987,2148397.212543552,999.9999999999987,0.0,5000.000000000001,8219754.768392374,5000.000000000001,0.0,6000.0,10368151.980935926,6000.0,0.0,1.0,40180.60643045514,19819.393569544794,59999.999999999935,0.5845265020259407
Dynamic Fleet Allocation,25.108159740588775,MODE_A,51,0.10815974058877617,999.9999999999987,2148397.212543552,999.9999999999987,0.0,5000.000000000001,8219754.768392374,5000.000000000001,0.0,6000.0,10368151.980935926,6000.0,0.0,1.0,40170.56477329389,19829.435226706046,59999.999999999935,0.5796435541506082
Dynamic Fleet Allocation,25.5,MODE_A,52,0.0,999.9999999999987,2148397.212543552,999.9999999999987,0.0,5000.000000000001,8219754.768392374,5000.000000000001,0.0,6000.0,10368151.980935926,6000.0,0.0,1.0,40122.70592315999,19877.294076839942,59999.999999999935,0.5796435541506082
Dynamic Fleet Allocation,26.0,MODE_A,53,0.0,999.9999999999987,2148397.212543552,999.9999999999987,0.0,5000.000000000001,8219754.768392374,5000.000000000001,0.0,6000.0,10368151.980935926,6000.0,0.0,1.0,40061.636585611814,19938.363414388117,59999.99999999993,0.5796435541506082
Dynamic Fleet Allocation,26.5,MODE_A,54,0.0,999.9999999999987,2148397.212543552,999.9999999999987,0.0,5000.000000000001,8219754.768392374,5000.000000000001,0.0,6000.0,10368151.980935926,6000.0,0.0,1.0,40000.567248063635,19999.432751936292,59999.99999999993,0.5796435541506082
Dynamic Fleet Allocation,27.0,MODE_A,55,0.0,999.9999999999987,2148397.212543552,999.9999999999987,0.0,5000.000000000001,8219754.768392374,5000.000000000001,0.0,6000.0,10368151.980935926,6000.0,0.0,1.0,39939.497910515456,20060.502089484467,59999.99999999993,0.5796435541506082
Dynamic Fleet Allocation,27.5,MODE_A,56,0.0,999.9999999999987,2148397.212543552,999.9999999999987,0.0,5000.000000000001,8219754.768392374,5000.000000000001,0.0,6000.0,10368151.980935926,6000.0,0.0,1.0,39878.42857296728,20121.571427032643,59999.99999999992,0.5796435541506082
Dynamic Fleet Allocation,28.0,MODE_A,57,0.0,999.9999999999987,2148397.212543552,999.9999999999987,0.0,5000.000000000001,8219754.768392374,5000.000000000001,0.0,6000.0,10368151.980935926,6000.0,0.0,1.0,39817.3592354191,20182.640764580818,59999.99999999991,0.5796435541506082
Dynamic Fleet Allocation,28.5,MODE_A,58,0.0,999.9999999999987,2148397.212543552,999.9999999999987,0.0,5000.000000000001,8219754.768392374,5000.000000000001,0.0,6000.0,10368151.980935926,6000.0,0.0,1.0,39756.28989787092,20243.710102128993,59999.99999999991,0.5796435541506082
Dynamic Fleet Allocation,29.0,MODE_A,59,0.0,999.9999999999987,2148397.212543552,999.9999999999987,0.0,5000.000000000001,8219754.768392374,5000.000000000001,0.0,6000.0,10368151.980935926,6000.0,0.0,1.0,39695.22056032274,20304.779439677168,59999.99999999991,0.5796435541506082
Dynamic Fleet Allocation,29.5,MODE_A,60,0.0,999.9999999999987,2148397.212543552,999.9999999999987,0.0,5000.000000000001,8219754.768392374,5000.000000000001,0.0,6000.0,10368151.980935926,6000.0,0.0,1.0,39634.15122277456,20365.848777225343,59999.999999999905,0.5796435541506082
Dynamic Fleet Allocation,30.0,MODE_A,61,0.0,999.9999999999987,2148397.212543552,999.9999999999987,0.0,5000.000000000001,8219754.768392374,5000.000000000001,0.0,6000.0,10368151.980935926,6000.0,0.0,1.0,39573.081885226384,20426.918114773518,59999.9999999999,0.5796435541506082
Dynamic Fleet Allocation,30.5,MODE_A,62,0.0,999.9999999999987,2148397.212543552,999.9999999999987,0.0,5000.000000000001,8219754.768392374,5000.000000000001,0.0,6000.0,10368151.980935926,6000.0,0.0,1.0,39512.012547678205,20487.987452321693,59999.9999999999,0.5796435541506082
Dynamic Fleet Allocation,31.0,MODE_A,63,0.0,999.9999999999987,2148397.212543552,999.9999999999987,0.0,5000.000000000001,8219754.768392374,5000.000000000001,0.0,6000.0,10368151.980935926,6000.0,0.0,1.0,39450.943210130026,20549.05678986987,59999.9999999999,0.5796435541506082
Dynamic Fleet Allocation,31.5,MODE_A,64,0.0,999.9999999999987,2148397.212543552,999.9999999999987,0.0,5000.000000000001,8219754.768392374,5000.000000000001,0.0,6000.0,10368151.980935926,6000.0,0.0,1.0,39389.87387258185,20610.126127418043,59999.99999999989,0.5796435541506082
Dynamic Fleet Allocation,32.0,MODE_A,65,0.0,999.9999999999987,2148397.212543552,999.9999999999987,0.0,5000.000000000001,8219754.768392374,5000.000000000001,0.0,6000.0,10368151.980935926,6000.0,0.0,1.0,39328.80453503367,20671.19546496622,59999.99999999988,0.5796435541506082
Dynamic Fleet Allocation,32.32176479108688,MODE_A,65,0.3217647910868763,999.9999999999987,2148397.212543552,999.9999999999987,0.0,5000.000000000001,8219754.768392374,5000.000000000001,0.0,6000.0,10368151.980935926,6000.0,0.0,1.0,39289.50460975766,20710.495390242224,59999.99999999988,0.6106918739289465
Dynamic Fleet Allocation,32.5,MODE_A,66,0.0,999.9999999999987,2148397.212543552,999.9999999999987,0.0,5000.000000000001,8219754.768392374,5000.000000000001,0.0,6000.0,10368151.980935926,6000.0,0.0,1.0,39300.938620058056,20699.06137994183,59999.99999999988,0.6106918739289465
Dynamic Fleet Allocation,33.0,MODE_A,67,0.0,999.9999999999987,2148397.212543552,999.9999999999987,0.0,5000.000000000001,8219754.768392374,5000.000000000001,0.0,6000.0,10368151.980935926,6000.0,0.0,1.0,39333.014241844896,20666.98575815499,59999.99999999988,0.6106918739289465
Dynamic Fleet Allocation,33.5,MODE_A,68,0.0,999.9999999999987,2148397.212543552,999.9999999999987,0.0,5000.000000000001,8219754.768392374,5000.000000000001,0.0,6000.0,10368151.980935926,6000.0,0.0,1.0,39365.089863631736,20634.91013636815,59999.99999999988,0.6106918739289465
Dynamic Fleet Allocation,34.0,SHUTDOWN,69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39397.165485418576,20602.83451458131,59999.99999999988,1.0
Dynamic Fleet Allocation,34.5,SHUTDOWN,70,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39397.165485418576,20602.83451458131,59999.99999999988,1.0
Dynamic Fleet Allocation,35.0,MODE_A,71,0.0,999.9999999999987,2148397.212543552,999.9999999999987,0.0,5000.000000000001,8219754.768392374,5000.000000000001,0.0,6000.0,10368151.980935926,6000.0,0.0,1.0,39397.165485418576,20602.83451458131,59999.99999999988,0.6106918739289465
Dynamic Fleet Allocation,35.5,MODE_A,72,0.0,999.9999999999987,2148397.212543552,999.9999999999987,0.0,5000.000000000001,8219754.768392374,5000.000000000001,0.0,6000.0,10368151.980935926,6000.0,0.0,1.0,39429.24110720542,20570.75889279447,59999.99999999988,0.6106918739289465
Dynamic Fleet Allocation,36.0,MODE_A,73,0.0,999.9999999999987,2148397.212543552,999.9999999999987,0.0,5000.000000000001,8219754.768392374,5000.000000000001,0.0,6000.0,10368151.980935926,6000.0,0.0,1.0,39461.31672899226,20538.68327100763,59999.99999999988,0.6106918739289465
Dynamic Fleet Allocation,36.5,MODE_A,74,0.0,999.9999999999987,2148397.212543552,999.9999999999987,0.0,5000.000000000001,8219754.768392374,5000.000000000001,0.0,6000.0,10368151.980935926,6000.0,0.0,1.0,39493.3923507791,20506.60764922079,59999.99999999988,0.6106918739289465
Dynamic Fleet Allocation,37.0,MODE_A,75,0.0,999.9999999999987,2148397.212543552,999.9999999999987,0.0,5000.000000000001,8219754.768392374,5000.000000000001,0.0,6000.0,10368151.980935926,6000.0,0.0,1.0,39525.46797256594,20474.53202743395,59999.99999999988,0.6106918739289465
Dynamic Fleet Allocation,37.5,MODE_A,76,0.0,999.9999999999987,2148397.212543552,999.9999999999987,0.0,5000.000000000001,8219754.768392374,5000.000000000001,0.0,6000.0,10368151.980935926,6000.0,0.0,1.0,39557.54359435278,20442.45640564711,59999.99999999988,0.6106918739289465
Dynamic Fleet Allocation,38.0,MODE_A,77,0.0,999.9999999999987,2148397.212543552,999.9999999999987,0.0,5000.000000000001,8219754.768392374,5000.000000000001,0.0,6000.0,10368151.980935926,6000.0,0.0,1.0,39589.61921613962,20410.38078386027,59999.99999999988,0.6106918739289465
Dynamic Fleet Allocation,38.5,MODE_A,78,0.0,999.9999999999987,2148397.212543552,999.9999999999987,0.0,5000.000000000001,8219754.768392374,5000.000000000001,0.0,6000.0,10368151.980935926,6000.0,0.0,1.0,39621.69483792646,20378.30516207343,59999.99999999988,0.6106918739289465
Dynamic Fleet Allocation,39.0,MODE_A,79,0.0,999.9999999999987,2148397.212543552,999.9999999999987,0.0,5000.000000000001,8219754.768392374,5000.000000000001,0.0,6000.0,10368151.980935926,6000.0,0.0,1.0,39653.7704597133,20346.22954028659,59999.99999999988,0.6106918739289465
Dynamic Fleet Allocation,39.5,MODE_A,80,0.0,999.9999999999987,2148397.212543552,999.9999999999987,0.0,5000.000000000001,8219754.768392374,5000.000000000001,0.0,6000.0,10368151.980935926,6000.0,0.0,1.0,39685.84608150014,20314.15391849975,59999.99999999988,0.6106918739289465
Dynamic Fleet Allocation,40.0,MODE_A,81,0.0,999.9999999999987,2148397.212543552,999.9999999999987,0.0,5000.000000000001,8219754.768392374,5000.000000000001,0.0,6000.0,10368151.980935926,6000.0,0.0,1.0,39717.92170328698,20282.07829671291,59999.99999999988,0.6106918739289465
Dynamic Fleet Allocation,40.0475910701964,MODE_A,81,0.04759107019639493,999.9999999999987,2148397.212543552,999.9999999999987,0.0,5000.000000000001,8219754.768392374,5000.000000000001,0.0,6000.0,10368151.980935926,6000.0,0.0,1.0,39720.97472962308,20279.02527037681,59999.99999999988,0.6119641426427902
Dynamic Fleet Allocation,40.5,MODE_A,82,0.0,999.9999999999987,2148397.212543552,999.9999999999987,0.0,5000.000000000001,8219754.768392374,5000.000000000001,0.0,6000.0,10368151.980935926,6000.0,0.0,1.0,39753.45083943733,20246.549160562554,59999.99999999988,0.6119641426427902
Dynamic Fleet Allocation,41.0,MODE_A,83,0.0,999.9999999999987,2148397.212543552,999.9999999999987,0.0,5000.000000000001,8219754.768392374,5000.000000000001,0.0,6000.0,10368151.980935926,6000.0,0.0,1.0,39789.3432673657,20210.656732634183,59999.99999999988,0.6119641426427902
Dynamic Fleet Allocation,41.5,MODE_A,84,0.0,999.9999999999987,2148397.212543552,999.9999999999987,0.0,5000.000000000001,8219754.768392374,5000.000000000001,0.0,6000.0,10368151.980935926,6000.0,0.0,1.0,39825.23569529407,20174.76430470581,59999.99999999988,0.6119641426427902
Dynamic Fleet Allocation,42.0,MODE_A,85,0.0,999.9999999999987,2148397.212543552,999.9999999999987,0.0,5000.000000000001,8219754.768392374,5000.000000000001,0.0,6000.0,10368151.980935926,6000.0,0.0,1.0,39861.128123222436,20138.87187677744,59999.999999999876,0.6119641426427902
Dynamic Fleet Allocation,42.5,MODE_A,86,0.0,999.9999999999987,2148397.212543552,999.9999999999987,0.0,5000.000000000001,8219754.768392374,5000.000000000001,0.0,6000.0,10368151.980935926,6000.0,0.0,1.0,39897.0205511508,20102.97944884907,59999.99999999987,0.6119641426427902
Dynamic Fleet Allocation,42.560342928555585,MODE_A,86,0.0603429285555845,999.9999999999987,2148397.212543552,999.9999999999987,0.0,5000.000000000001,8219754.768392374,5000.000000000001,0.0,6000.0,10368151.980935926,6000.0,0.0,1.0,39901.35225957914,20098.647740420733,59999.99999999987,0.6069855316697892
Dynamic Fleet Allocation,43.0,MODE_A,87,0.0,999.9999999999987,2148397.212543552,999.9999999999987,0.0,5000.000000000001,8219754.768392374,5000.000000000001,0.0,6000.0,10368151.980935926,6000.0,0.0,1.0,39919.779689957664,20080.2203100422,59999.99999999987,0.6069855316697892
Dynamic Fleet Allocation,43.5,MODE_A,88,0.0,999.9999999999987,2148397.212543552,999.9999999999987,0.0,5000.000000000001,8219754.768392374,5000.000000000001,0.0,6000.0,10368151.980935926,6000.0,0.0,1.0,39940.73628496703,20059.263715032834,59999.99999999987,0.6069855316697892
Dynamic Fleet Allocation,44.0,MODE_A,89,0.0,999.9999999999987,2148397.212543552,999.9999999999987,0.0,5000.000000000001,8219754.768392374,5000.000000000001,0.0,6000.0,10368151.980935926,6000.0,0.0,1.0,39961.6928799764,20038.307120023466,59999.99999999987,0.6069855316697892
Dynamic Fleet Allocation,44.5,MODE_A,90,0.0,999.9999999999987,2148397.212543552,999.9999999999987,0.0,5000.000000000001,8219754.768392374,5000.000000000001,0.0,6000.0,10368151.980935926,6000.0,0.0,1.0,39982.64947498577,20017.3505250141,59999.99999999987,0.6069855316697892
Dynamic Fleet Allocation,45.0,MODE_A,91,0.0,999.9999999999987,2148397.212543552,999.9999999999987,0.0,5000.000000000001,8219754.768392374,5000.000000000001,0.0,6000.0,10368151.980935926,6000.0,0.0,1.0,40003.606069995134,19996.39393000473,59999.99999999987,0.6069855316697892
Dynamic Fleet Allocation,45.5,MODE_A,92,0.0,999.9999999999987,2148397.212543552,999.9999999999987,0.0,5000.000000000001,8219754.768392374,5000.000000000001,0.0,6000.0,10368151.980935926,6000.0,0.0,1.0,40024.5626650045,19975.437334995364,59999.99999999987,0.6069855316697892
Dynamic Fleet Allocation,46.0,MODE_A,93,0.0,999.9999999999987,2148397.212543552,999.9999999999987,0.0,5000.000000000001,8219754.768392374,5000.000000000001,0.0,6000.0,10368151.980935926,6000.0,0.0,1.0,40045.51926001387,19954.480739985996,59999.99999999987,0.6069855316697892
Dynamic Fleet Allocation,46.5,MODE_A,94,0.0,999.9999999999987,2148397.212543552,999.9999999999987,0.0,5000.000000000001,8219754.768392374,5000.000000000001,0.0,6000.0,10368151.980935926,6000.0,0.0,1.0,40066.47585502324,19933.52414497663,59999.99999999987,0.6069855316697892
Dynamic Fleet Allocation,47.0,MODE_A,95,0.0,999.9999999999987,2148397.212543552,999.9999999999987,0.0,5000.000000000001,8219754.768392374,5000.000000000001,0.0,6000.0,10368151.980935926,6000.0,0.0,1.0,40087.432450032604,19912.56754996726,59999.99999999987,0.6069855316697892
Dynamic Fleet Allocation,47.5,MODE_A,96,0.0,999.9999999999987,2148397.212543552,999.9999999999987,0.0,5000.000000000001,8219754.768392374,5000.000000000001,0.0,6000.0,10368151.980935926,6000.0,0.0,1.0,40108.38904504197,19891.610954957894,59999.99999999987,0.6069855316697892
Dynamic Fleet Allocation,48.0,MODE_A,97,0.0,999.9999999999987,2148397.212543552,999.9999999999987,0.0,5000.000000000001,8219754.768392374,5000.000000000001,0.0,6000.0,10368151.980935926,6000.0,0.0,1.0,40129.34564005134,19870.654359948527,59999.99999999987,0.6069855316697892
Dynamic Fleet Allocation,48.5,MODE_A,98,0.0,999.9999999999987,2148397.212543552,999.9999999999987,0.0,5000.000000000001,8219754.768392374,5000.000000000001,0.0,6000.0,10368151.980935926,6000.0,0.0,1.0,40150.302235060706,19849.69776493916,59999.99999999987,0.6069855316697892
Dynamic Fleet Allocation,49.0,MODE_A,99,0.0,999.9999999999987,2148397.212543552,999.9999999999987,0.0,5000.000000000001,8219754.768392374,5000.000000000001,0.0,6000.0,10368151.980935926,6000.0,0.0,1.0,40171.25883007007,19828.74116992979,59999.99999999987,0.6069855316697892
Dynamic Fleet Allocation,49.5,MODE_A,100,0.0,999.9999999999987,2148397.212543552,999.9999999999987,0.0,5000.000000000001,8219754.768392374,5000.000000000001,0.0,6000.0,10368151.980935926,6000.0,0.0,1.0,40192.21542507944,19807.784574920424,59999.99999999987,0.6069855316697892
Dynamic Fleet Allocation,50.0,MODE_A,101,0.0,999.9999999999987,2148397.212543552,999.9999999999987,0.0,5000.000000000001,8219754.768392374,5000.000000000001,0.0,6000.0,10368151.980935926,6000.0,0.0,1.0,40213.17202008881,19786.827979911057,59999.99999999987,0.6069855316697892
Dynamic Fleet Allocation,50.5,MODE_A,102,0.0,999.9999999999987,2148397.212543552,999.9999999999987,0.0,5000.000000000001,8219754.768392374,5000.000000000001,0.0,6000.0,10368151.980935926,6000.0,0.0,1.0,40234.128615098176,19765.87138490169,59999.99999999987,0.6069855316697892
Dynamic Fleet Allocation,51.0,MODE_A,103,0.0,999.9999999999987,2148397.212543552,999.9999999999987,0.0,5000.000000000001,8219754.768392374,5000.000000000001,0.0,6000.0,10368151.980935926,6000.0,0.0,1.0,40255.08521010754,19744.914789892322,59999.99999999987,0.6069855316697892
Dynamic Fleet Allocation,51.022593746869866,MODE_A,103,0.022593746869865566,999.9999999999987,2148397.212543552,999.9999999999987,0.0,5000.000000000001,8219754.768392374,5000.000000000001,0.0,6000.0,10368151.980935926,6000.0,0.0,1.0,40256.032186113334,19743.96781388653,59999.99999999987,0.6126939634174533
Dynamic Fleet Allocation,51.5,MODE_A,104,0.0,999.9999999999987,2148397.212543552,999.9999999999987,0.0,5000.000000000001,8219754.768392374,5000.000000000001,0.0,6000.0,10368151.980935926,6000.0,0.0,1.0,40292.39325118832,19707.606748811548,59999.99999999987,0.6126939634174533
Dynamic Fleet Allocation,52.0,MODE_A,105,0.0,999.9999999999987,2148397.212543552,999.9999999999987,0.0,5000.000000000001,8219754.768392374,5000.000000000001,0.0,6000.0,10368151.980935926,6000.0,0.0,1.0,40330.47514144068,19669.524858559187,59999.99999999987,0.6126939634174533
Dynamic Fleet Allocation,52.5,MODE_A,106,0.0,999.9999999999987,2148397.212543552,999.9999999999987,0.0,5000.000000000001,8219754.768392374,5000.000000000001,0.0,6000.0,10368151.980935926,6000.0,0.0,1.0,40368.55703169304,19631.442968306827,59999.99999999987,0.6126939634174533
Dynamic Fleet Allocation,53.0,MODE_A,107,0.0,999.9999999999987,2148397.212543552,999.9999999999987,0.0,5000.000000000001,8219754.768392374,5000.000000000001,0.0,6000.0,10368151.980935926,6000.0,0.0,1.0,40406.6389219454,19593.361078054466,59999.99999999987,0.6126939634174533
Dynamic Fleet Allocation,53.5,MODE_A,108,0.0,999.9999999999987,2148397.212543552,999.9999999999987,0.0,5000.000000000001,8219754.768392374,5000.000000000001,0.0,6000.0,10368151.980935926,6000.0,0.0,1.0,40444.72081219776,19555.279187802105,59999.99999999987,0.6126939634174533
Dynamic Fleet Allocation,54.0,MODE_A,109,0.0,999.9999999999987,2148397.212543552,999.9999999999987,0.0,5000.000000000001,8219754.768392374,5000.000000000001,0.0,6000.0,10368151.980935926,6000.0,0.0,1.0,40482.80270245012,19517.197297549745,59999.99999999987,0.6126939634174533
Dynamic Fleet Allocation,54.5,MODE_A,110,0.0,999.9999999999987,2148397.212543552,999.9999999999987,0.0,5000.000000000001,8219754.768392374,5000.000000000001,0.0,6000.0,10368151.980935926,6000.0,0.0,1.0,40520.88459270248,19479.115407297384,59999.99999999987,0.6126939634174533
Dynamic Fleet Allocation,55.0,MODE_A,111,0.0,999.9999999999987,2148397.212543552,999.9999999999987,0.0,5000.000000000001,8219754.768392374,5000.000000000001,0.0,6000.0,10368151.980935926,6000.0,0.0,1.0,40558.96648295484,19441.033517045023,59999.99999999987,0.6126939634174533
Dynamic Fleet Allocation,55.5,MODE_A,112,0.0,999.9999999999987,2148397.212543552,999.9999999999987,0.0,5000.000000000001,8219754.768392374,5000.000000000001,0.0,6000.0,10368151.980935926,6000.0,0.0,1.0,40597.0483732072,19402.951626792663,59999.99999999987,0.6126939634174533
Dynamic Fleet Allocation,56.0,MODE_A,113,0.0,999.9999999999987,2148397.212543552,999.9999999999987,0.0,5000.000000000001,8219754.768392374,5000.000000000001,0.0,6000.0,10368151.980935926,6000.0,0.0,1.0,40635.13026345956,19364.869736540302,59999.99999999987,0.6126939634174533
Dynamic Fleet Allocation,56.5,MODE_A,114,0.0,999.9999999999987,2148397.212543552,999.9999999999987,0.0,5000.000000000001,8219754.768392374,5000.000000000001,0.0,6000.0,10368151.980935926,6000.0,0.0,1.0,40673.212153711924,19326.78784628794,59999.99999999987,0.6126939634174533
Dynamic Fleet Allocation,57.0,MODE_A,115,0.0,999.9999999999987,2148397.212543552,999.9999999999987,0.0,5000.000000000001,8219754.768392374,5000.000000000001,0.0,6000.0,10368151.980935926,6000.0,0.0,1.0,40711.294043964284,19288.70595603558,59999.99999999987,0.6126939634174533
Dynamic Fleet Allocation,57.5,MODE_A,116,0.0,999.9999999999987,2148397.212543552,999.9999999999987,0.0,5000.000000000001,8219754.768392374,5000.000000000001,0.0,6000.0,10368151.980935926,6000.0,0.0,1.0,40749.375934216645,19250.62406578322,59999.99999999987,0.6126939634174533
Dynamic Fleet Allocation,58.0,MODE_A,117,0.0,999.9999999999987,2148397.212543552,999.9999999999987,0.0,5000.000000000001,8219754.768392374,5000.000000000001,0.0,6000.0,10368151.980935926,6000.0,0.0,1.0,40787.457824469006,19212.54217553086,59999.99999999987,0.6126939634174533
Dynamic Fleet Allocation,58.5,MODE_A,118,0.0,999.9999999999987,2148397.212543552,999.9999999999987,0.0,5000.000000000001,8219754.768392374,5000.000000000001,0.0,6000.0,10368151.980935926,6000.0,0.0,1.0,40825.539714721366,19174.4602852785,59999.99999999987,0.6126939634174533
Dynamic Fleet Allocation,59.0,MODE_A,119,0.0,999.9999999999987,2148397.212543552,999.9999999999987,0.0,5000.000000000001,8219754.768392374,5000.000000000001,0.0,6000.0,10368151.980935926,6000.0,0.0,1.0,40863.62160497373,19136.37839502614,59999.99999999987,0.6126939634174533
Dynamic Fleet Allocation,59.13611881155178,MODE_A,119,0.13611881155177977,999.9999999999987,2148397.212543552,999.9999999999987,0.0,5000.000000000001,8219754.768392374,5000.000000000001,0.0,6000.0,10368151.980935926,6000.0,0.0,1.0,40873.98892825932,19126.011071740544,59999.99999999987,0.5886756474057151
Dynamic Fleet Allocation,59.5,MODE_A,120,0.0,999.9999999999987,2148397.212543552,999.9999999999987,0.0,5000.000000000001,8219754.768392374,5000.000000000001,0.0,6000.0,10368151.980935926,6000.0,0.0,1.0,40849.26461497683,19150.735385023036,59999.99999999987,0.5886756474057151
Dynamic Fleet Allocation,60.0,MODE_A,120,0.5,999.9999999999987,2148397.212543552,999.9999999999987,0.0,5000.000000000001,8219754.768392374,5000.000000000001,0.0,6000.0,10368151.980935926,6000.0,0.0,1.0,40815.29155719398,19184.70844280589,59999.99999999987,0.5886756474057151
Equal Fleet Allocation,0.0,MODE_A,1,0.0,3000.0,5928750.0,3000.0,0.0,3000.0,5292368.421052632,3000.0,0.0,6000.0,11221118.421052631,6000.0,0.0,1.0,42000.0,18000.0,60000.0,0.7
Equal Fleet Allocation,0.5,MODE_A,2,0.0,3000.0,5928750.0,3000.0,0.0,3000.0,5292368.421052632,3000.0,0.0,6000.0,11221118.421052631,6000.0,0.0,1.0,42300.0,17700.0,60000.0,0.7
Equal Fleet Allocation,1.0,MODE_A,3,0.0,3000.0,5928750.0,3000.0,0.0,3000.0,5292368.421052632,3000.0,0.0,6000.0,11221118.421052631,6000.0,0.0,1.0,42600.0,17400.0,60000.0,0.7
Equal Fleet Allocation,1.5,MODE_A,4,0.0,3000.0,5928750.0,3000.0,0.0,3000.0,5292368.421052632,3000.0,0.0,6000.0,11221118.421052631,6000.0,0.0,1.0,42900.0,17100.0,60000.0,0.7
Equal Fleet Allocation,2.0,MODE_A,5,0.0,3000.0,5928750.0,3000.0,0.0,3000.0,5292368.421052632,3000.0,0.0,6000.0,11221118.421052631,6000.0,0.0,1.0,43200.0,16800.0,60000.0,0.7
Equal Fleet Allocation,2.5,MODE_A,6,0.0,3000.0,5928750.0,3000.0,0.0,3000.0,5292368.421052632,3000.0,0.0,6000.0,11221118.421052631,6000.0,0.0,1.0,43500.0,16500.0,60000.0,0.7
Equal Fleet Allocation,3.0,MODE_A,7,0.0,3000.0,5928750.0,3000.0,0.0,3000.0,5292368.421052632,3000.0,0.0,6000.0,11221118.421052631,6000.0,0.0,1.0,43800.0,16200.0,60000.0,0.7
Equal Fleet Allocation,3.5,MODE_A,8,0.0,3000.0,5928750.0,3000.0,0.0,3000.0,5292368.421052632,3000.0,0.0,6000.0,11221118.421052631,6000.0,0.0,1.0,44100.0,15900.0,60000.0,0.7
Equal Fleet Allocation,4.0,MODE_A,9,0.0,3000.0,5928750.0,3000.0,0.0,3000.0,5292368.421052632,3000.0,0.0,6000.0,11221118.421052631,6000.0,0.0,1.0,44400.0,15600.0,60000.0,0.7
Equal Fleet Allocation,4.5,MODE_A,10,0.0,3000.0,5928750.0,3000.0,0.0,3000.0,5292368.421052632,3000.0,0.0,6000.0,11221118.421052631,6000.0,0.0,1.0,44700.0,15300.0,60000.0,0.7
Equal Fleet Allocation,5.0,MODE_A,11,0.0,3000.0,5928750.0,3000.0,0.0,3000.0,5292368.421052632,3000.0,0.0,6000.0,11221118.421052631,6000.0,0.0,1.0,45000.0,15000.0,60000.0,0.7
